branch_id,branch_name,city,region,branch_type,tier,month,year,month_num,quarter,headcount,total_transactions,new_accounts_opened,revenue_lakhs,expenses_lakhs,profit_lakhs,profit_margin_pct,loan_disbursed_lakhs,deposits_lakhs,npa_ratio_pct,digital_txn_pct,revenue_per_txn_inr,cost_efficiency,revenue_per_staff,customer_satisfaction
BRN013,Secunderabad,Hyderabad,South,Urban,high,2023-11,2023,11,Q4,24,5930,301,43.39,19.17,24.22,55.82,295.14,495.65,0.8,74.09,731.7,0.4418,1.8079,4.66
BRN013,Secunderabad,Hyderabad,South,Urban,high,2023-12,2023,12,Q4,24,6455,328,47.23,19.02,28.21,59.73,321.23,539.47,0.32,84.22,731.68,0.4027,1.9679,4.35
BRN014,Kukatpally,Hyderabad,South,Urban,high,2021-01,2021,1,Q1,20,4663,174,41.11,19.87,21.24,51.67,286.33,310.13,0.76,72.83,881.62,0.4833,2.0555,4.48
BRN014,Kukatpally,Hyderabad,South,Urban,high,2021-02,2021,2,Q1,20,5052,188,44.54,18.04,26.5,59.5,310.23,336.02,1.02,82.52,881.63,0.405,2.227,4.6
BRN014,Kukatpally,Hyderabad,South,Urban,high,2021-03,2021,3,Q1,20,5670,211,49.99,18.69,31.3,62.61,348.19,377.13,0.54,69.48,881.66,0.3739,2.4995,4.42
BRN014,Kukatpally,Hyderabad,South,Urban,high,2021-04,2021,4,Q2,20,5025,187,44.3,18.47,25.83,58.31,308.6,334.26,1.74,77.83,881.59,0.4169,2.215,4.4
BRN014,Kukatpally,Hyderabad,South,Urban,high,2021-05,2021,5,Q2,20,5418,202,47.77,19.01,28.76,60.21,332.74,360.4,0.85,79.4,881.69,0.3979,2.3885,4.31
BRN014,Kukatpally,Hyderabad,South,Urban,high,2021-06,2021,6,Q2,20,5672,211,50.0,18.6,31.4,62.8,348.29,377.24,1.6,79.34,881.52,0.372,2.5,4.91
BRN014,Kukatpally,Hyderabad,South,Urban,high,2021-07,2021,7,Q3,20,5810,216,51.22,19.1,32.12,62.71,356.81,386.47,0.77,65.91,881.58,0.3729,2.561,4.35
BRN014,Kukatpally,Hyderabad,South,Urban,high,2021-08,2021,8,Q3,20,5824,217,51.35,18.92,32.43,63.15,357.67,387.41,1.74,85.92,881.7,0.3685,2.5675,4.37
BRN014,Kukatpally,Hyderabad,South,Urban,high,2021-09,2021,9,Q3,20,6026,224,53.13,18.9,34.23,64.43,370.06,400.82,0.32,83.18,881.68,0.3557,2.6565,4.82
BRN014,Kukatpally,Hyderabad,South,Urban,high,2021-10,2021,10,Q4,20,5559,207,49.01,19.49,29.52,60.23,341.37,369.75,1.59,86.71,881.63,0.3977,2.4505,4.4
BRN014,Kukatpally,Hyderabad,South,Urban,high,2021-11,2021,11,Q4,20,5793,216,51.07,18.74,32.33,63.31,355.77,385.35,0.92,84.86,881.58,0.3669,2.5535,4.9
BRN014,Kukatpally,Hyderabad,South,Urban,high,2021-12,2021,12,Q4,20,6566,245,57.89,18.54,39.35,67.97,403.23,436.75,0.45,82.52,881.66,0.3203,2.8945,4.41
BRN014,Kukatpally,Hyderabad,South,Urban,high,2022-01,2022,1,Q1,20,5176,193,45.63,18.85,26.78,58.69,317.83,344.25,1.08,84.91,881.57,0.4131,2.2815,4.56
BRN014,Kukatpally,Hyderabad,South,Urban,high,2022-02,2022,2,Q1,20,5939,221,52.35,18.62,33.73,64.43,364.69,395.01,1.4,78.19,881.46,0.3557,2.6175,4.79
BRN014,Kukatpally,Hyderabad,South,Urban,high,2022-03,2022,3,Q1,20,6309,235,55.62,18.15,37.47,67.37,387.41,419.62,1.55,75.1,881.6,0.3263,2.781,4.29
BRN014,Kukatpally,Hyderabad,South,Urban,high,2022-04,2022,4,Q2,20,6323,236,55.75,19.71,36.04,64.65,388.3,420.59,1.6,75.31,881.7,0.3535,2.7875,4.26
BRN014,Kukatpally,Hyderabad,South,Urban,high,2022-05,2022,5,Q2,20,6084,227,53.64,19.11,34.53,64.37,373.64,404.7,0.13,75.97,881.66,0.3563,2.682,4.86
BRN014,Kukatpally,Hyderabad,South,Urban,high,2022-06,2022,6,Q2,20,6404,239,56.46,19.33,37.13,65.76,393.25,425.94,0.33,71.89,881.64,0.3424,2.823,4.7
BRN014,Kukatpally,Hyderabad,South,Urban,high,2022-07,2022,7,Q3,20,6096,227,53.74,19.51,34.23,63.7,374.36,405.48,0.46,87.02,881.56,0.363,2.687,4.41
BRN014,Kukatpally,Hyderabad,South,Urban,high,2022-08,2022,8,Q3,20,5813,217,51.25,19.95,31.3,61.07,356.97,386.64,1.51,71.78,881.64,0.3893,2.5625,4.69
BRN014,Kukatpally,Hyderabad,South,Urban,high,2022-09,2022,9,Q3,20,5764,215,50.81,19.36,31.45,61.9,353.95,383.37,1.36,68.29,881.51,0.381,2.5405,4.8
BRN014,Kukatpally,Hyderabad,South,Urban,high,2022-10,2022,10,Q4,20,6795,253,59.9,19.43,40.47,67.56,417.25,451.93,1.4,84.46,881.53,0.3244,2.995,4.67
BRN014,Kukatpally,Hyderabad,South,Urban,high,2022-11,2022,11,Q4,20,6879,256,60.64,17.9,42.74,70.48,422.43,457.54,0.23,74.37,881.52,0.2952,3.032,4.55
BRN014,Kukatpally,Hyderabad,South,Urban,high,2022-12,2022,12,Q4,20,6927,258,61.07,17.85,43.22,70.77,425.37,460.74,0.29,83.59,881.62,0.2923,3.0535,4.46
BRN014,Kukatpally,Hyderabad,South,Urban,high,2023-01,2023,1,Q1,20,6181,230,54.49,17.86,36.63,67.22,379.55,411.1,0.99,71.89,881.57,0.3278,2.7245,4.88
BRN014,Kukatpally,Hyderabad,South,Urban,high,2023-02,2023,2,Q1,20,5466,204,48.19,18.83,29.36,60.93,335.68,363.59,1.3,66.16,881.63,0.3907,2.4095,4.77
BRN014,Kukatpally,Hyderabad,South,Urban,high,2023-03,2023,3,Q1,20,5826,217,51.36,18.61,32.75,63.77,357.79,387.53,0.5,71.46,881.57,0.3623,2.568,4.42
BRN014,Kukatpally,Hyderabad,South,Urban,high,2023-04,2023,4,Q2,20,6795,253,59.9,19.8,40.1,66.94,417.27,451.96,1.64,72.39,881.53,0.3306,2.995,4.49
BRN014,Kukatpally,Hyderabad,South,Urban,high,2023-05,2023,5,Q2,20,6547,244,57.71,18.21,39.5,68.45,402.02,435.44,1.76,78.88,881.47,0.3155,2.8855,4.66
BRN014,Kukatpally,Hyderabad,South,Urban,high,2023-06,2023,6,Q2,20,6534,243,57.61,19.16,38.45,66.74,401.27,434.62,1.61,76.57,881.7,0.3326,2.8805,4.3
BRN014,Kukatpally,Hyderabad,South,Urban,high,2023-07,2023,7,Q3,20,6710,250,59.15,19.02,40.13,67.84,412.05,446.31,0.22,80.7,881.52,0.3216,2.9575,4.65
BRN014,Kukatpally,Hyderabad,South,Urban,high,2023-08,2023,8,Q3,20,6583,245,58.03,19.31,38.72,66.72,404.23,437.83,1.47,77.71,881.51,0.3328,2.9015,4.79
BRN014,Kukatpally,Hyderabad,South,Urban,high,2023-09,2023,9,Q3,20,6862,256,60.5,18.02,42.48,70.21,421.4,456.44,0.56,76.42,881.67,0.2979,3.025,4.75
BRN014,Kukatpally,Hyderabad,South,Urban,high,2023-10,2023,10,Q4,20,6762,252,59.61,18.0,41.61,69.8,415.22,449.74,0.19,82.22,881.54,0.302,2.9805,4.65
BRN014,Kukatpally,Hyderabad,South,Urban,high,2023-11,2023,11,Q4,20,7058,263,62.22,17.7,44.52,71.55,433.43,469.46,0.18,71.35,881.55,0.2845,3.111,4.57
BRN014,Kukatpally,Hyderabad,South,Urban,high,2023-12,2023,12,Q4,20,7911,295,69.74,17.84,51.9,74.42,485.78,526.16,0.11,70.68,881.56,0.2558,3.487,4.8
BRN015,Connaught Place,Delhi,North,Metro,low,2021-01,2021,1,Q1,5,1399,55,5.14,13.2,-8.06,-156.81,62.1,38.29,2.61,73.68,367.41,2.5681,1.028,3.33
BRN015,Connaught Place,Delhi,North,Metro,low,2021-02,2021,2,Q1,5,1541,61,5.66,12.85,-7.19,-127.03,68.4,42.17,0.71,77.99,367.29,2.2703,1.132,2.75
BRN015,Connaught Place,Delhi,North,Metro,low,2021-03,2021,3,Q1,5,1642,65,6.03,13.11,-7.08,-117.41,72.89,44.94,1.2,70.85,367.24,2.1741,1.206,3.14
BRN015,Connaught Place,Delhi,North,Metro,low,2021-04,2021,4,Q2,5,1661,65,6.1,12.11,-6.01,-98.52,73.73,45.45,1.15,80.55,367.25,1.9852,1.22,2.87
BRN015,Connaught Place,Delhi,North,Metro,low,2021-05,2021,5,Q2,5,1714,68,6.29,12.24,-5.95,-94.59,76.1,46.92,3.67,87.99,366.98,1.9459,1.258,3.0
BRN015,Connaught Place,Delhi,North,Metro,low,2021-06,2021,6,Q2,5,1504,59,5.52,12.58,-7.06,-127.9,66.77,41.16,4.83,75.95,367.02,2.279,1.104,2.94
BRN015,Connaught Place,Delhi,North,Metro,low,2021-07,2021,7,Q3,5,1521,60,5.58,12.79,-7.21,-129.21,67.5,41.62,0.51,84.76,366.86,2.2921,1.116,3.21
BRN015,Connaught Place,Delhi,North,Metro,low,2021-08,2021,8,Q3,5,1573,62,5.77,12.66,-6.89,-119.41,69.81,43.04,4.1,73.54,366.82,2.1941,1.154,2.96
BRN015,Connaught Place,Delhi,North,Metro,low,2021-09,2021,9,Q3,5,1761,69,6.46,12.93,-6.47,-100.15,78.17,48.19,4.48,82.34,366.84,2.0015,1.292,3.12
BRN015,Connaught Place,Delhi,North,Metro,low,2021-10,2021,10,Q4,5,1557,61,5.71,12.43,-6.72,-117.69,69.1,42.6,1.13,81.95,366.73,2.1769,1.142,3.32
BRN015,Connaught Place,Delhi,North,Metro,low,2021-11,2021,11,Q4,5,1913,75,7.02,11.91,-4.89,-69.66,84.9,52.34,2.84,78.32,366.96,1.6966,1.404,3.15
BRN015,Connaught Place,Delhi,North,Metro,low,2021-12,2021,12,Q4,5,1704,67,6.25,11.9,-5.65,-90.4,75.64,46.64,4.62,82.99,366.78,1.904,1.25,3.14
BRN015,Connaught Place,Delhi,North,Metro,low,2022-01,2022,1,Q1,5,1517,60,5.57,11.98,-6.41,-115.08,67.35,41.52,1.71,85.95,367.17,2.1508,1.114,3.15
BRN015,Connaught Place,Delhi,North,Metro,low,2022-02,2022,2,Q1,5,1652,65,6.06,12.9,-6.84,-112.87,73.34,45.22,0.66,81.93,366.83,2.1287,1.212,3.34
BRN015,Connaught Place,Delhi,North,Metro,low,2022-03,2022,3,Q1,5,1610,63,5.91,13.2,-7.29,-123.35,71.49,44.07,4.12,85.19,367.08,2.2335,1.182,2.86
BRN015,Connaught Place,Delhi,North,Metro,low,2022-04,2022,4,Q2,5,1556,61,5.71,12.43,-6.72,-117.69,69.06,42.58,2.77,71.15,366.97,2.1769,1.142,3.21
BRN015,Connaught Place,Delhi,North,Metro,low,2022-05,2022,5,Q2,5,1643,65,6.03,12.03,-6.0,-99.5,72.94,44.97,3.38,66.76,367.01,1.995,1.206,3.27
BRN015,Connaught Place,Delhi,North,Metro,low,2022-06,2022,6,Q2,5,1728,68,6.34,12.39,-6.05,-95.43,76.69,47.28,2.68,72.64,366.9,1.9543,1.268,2.8
BRN015,Connaught Place,Delhi,North,Metro,low,2022-07,2022,7,Q3,5,1732,68,6.36,12.95,-6.59,-103.62,76.86,47.39,3.71,78.12,367.21,2.0362,1.272,2.83
BRN015,Connaught Place,Delhi,North,Metro,low,2022-08,2022,8,Q3,5,1839,72,6.75,12.83,-6.08,-90.07,81.64,50.33,4.9,80.54,367.05,1.9007,1.35,3.06
BRN015,Connaught Place,Delhi,North,Metro,low,2022-09,2022,9,Q3,5,1815,72,6.66,13.08,-6.42,-96.4,80.56,49.67,1.96,69.76,366.94,1.964,1.332,3.1
BRN015,Connaught Place,Delhi,North,Metro,low,2022-10,2022,10,Q4,5,1736,68,6.37,13.19,-6.82,-107.06,77.04,47.5,5.19,78.88,366.94,2.0706,1.274,3.17
BRN015,Connaught Place,Delhi,North,Metro,low,2022-11,2022,11,Q4,5,1912,75,7.02,11.92,-4.9,-69.8,84.85,52.31,3.41,87.77,367.15,1.698,1.404,3.14
BRN015,Connaught Place,Delhi,North,Metro,low,2022-12,2022,12,Q4,5,1913,75,7.02,12.63,-5.61,-79.91,84.92,52.35,3.72,77.91,366.96,1.7991,1.404,3.13
BRN015,Connaught Place,Delhi,North,Metro,low,2023-01,2023,1,Q1,5,1711,67,6.28,12.14,-5.86,-93.31,75.95,46.82,3.6,85.61,367.04,1.9331,1.256,3.18
BRN015,Connaught Place,Delhi,North,Metro,low,2023-02,2023,2,Q1,5,1791,71,6.58,12.31,-5.73,-87.08,79.52,49.02,5.41,77.13,367.39,1.8708,1.316,2.86
BRN015,Connaught Place,Delhi,North,Metro,low,2023-03,2023,3,Q1,5,1930,76,7.08,12.08,-5.0,-70.62,85.67,52.82,4.55,86.79,366.84,1.7062,1.416,3.12
BRN015,Connaught Place,Delhi,North,Metro,low,2023-04,2023,4,Q2,5,1782,70,6.54,12.93,-6.39,-97.71,79.1,48.77,0.8,80.87,367.0,1.9771,1.308,3.05
BRN015,Connaught Place,Delhi,North,Metro,low,2023-05,2023,5,Q2,5,1937,76,7.11,13.24,-6.13,-86.22,86.0,53.02,1.65,66.02,367.06,1.8622,1.422,3.02
BRN015,Connaught Place,Delhi,North,Metro,low,2023-06,2023,6,Q2,5,1882,74,6.91,12.29,-5.38,-77.86,83.53,51.5,2.27,86.83,367.16,1.7786,1.382,3.2
BRN015,Connaught Place,Delhi,North,Metro,low,2023-07,2023,7,Q3,5,2090,82,7.67,12.77,-5.1,-66.49,92.78,57.2,4.3,77.58,366.99,1.6649,1.534,3.32
BRN015,Connaught Place,Delhi,North,Metro,low,2023-08,2023,8,Q3,5,1854,73,6.8,12.52,-5.72,-84.12,82.29,50.73,4.82,76.07,366.77,1.8412,1.36,3.06
BRN015,Connaught Place,Delhi,North,Metro,low,2023-09,2023,9,Q3,5,2088,82,7.66,12.85,-5.19,-67.75,92.67,57.13,5.47,77.13,366.86,1.6775,1.532,2.77
BRN015,Connaught Place,Delhi,North,Metro,low,2023-10,2023,10,Q4,5,1965,77,7.21,12.83,-5.62,-77.95,87.24,53.79,3.68,76.46,366.92,1.7795,1.442,2.75
BRN015,Connaught Place,Delhi,North,Metro,low,2023-11,2023,11,Q4,5,2045,81,7.5,13.27,-5.77,-76.93,90.75,55.95,1.6,75.56,366.75,1.7693,1.5,3.04
BRN015,Connaught Place,Delhi,North,Metro,low,2023-12,2023,12,Q4,5,2337,92,8.58,12.1,-3.52,-41.03,103.74,63.96,0.57,65.33,367.14,1.4103,1.716,2.82
BRN016,Dwarka,Delhi,North,Metro,low,2021-01,2021,1,Q1,5,1200,48,11.77,11.94,-0.17,-1.44,70.0,88.67,4.09,70.69,980.83,1.0144,2.354,2.96
BRN016,Dwarka,Delhi,North,Metro,low,2021-02,2021,2,Q1,5,1217,48,11.93,12.7,-0.77,-6.45,70.97,89.89,3.33,82.75,980.28,1.0645,2.386,2.74
BRN016,Dwarka,Delhi,North,Metro,low,2021-03,2021,3,Q1,5,1265,50,12.41,11.72,0.69,5.56,73.81,93.49,2.29,86.3,981.03,0.9444,2.482,2.63
BRN016,Dwarka,Delhi,North,Metro,low,2021-04,2021,4,Q2,5,1229,49,12.05,12.65,-0.6,-4.98,71.68,90.8,2.11,84.5,980.47,1.0498,2.41,2.78
BRN016,Dwarka,Delhi,North,Metro,low,2021-05,2021,5,Q2,5,1373,55,13.46,11.84,1.62,12.04,80.07,101.42,0.65,76.06,980.34,0.8796,2.692,2.92
BRN016,Dwarka,Delhi,North,Metro,low,2021-06,2021,6,Q2,5,1384,55,13.57,11.88,1.69,12.45,80.74,102.26,2.49,86.15,980.49,0.8755,2.714,2.83
BRN016,Dwarka,Delhi,North,Metro,low,2021-07,2021,7,Q3,5,1479,59,14.5,11.77,2.73,18.83,86.24,109.24,2.36,74.03,980.39,0.8117,2.9,3.16
BRN016,Dwarka,Delhi,North,Metro,low,2021-08,2021,8,Q3,5,1448,58,14.19,13.07,1.12,7.89,84.44,106.96,3.39,73.21,979.97,0.9211,2.838,3.29
BRN016,Dwarka,Delhi,North,Metro,low,2021-09,2021,9,Q3,5,1442,57,14.14,12.08,2.06,14.57,84.12,106.55,2.29,80.1,980.58,0.8543,2.828,3.02
BRN016,Dwarka,Delhi,North,Metro,low,2021-10,2021,10,Q4,5,1345,54,13.18,11.99,1.19,9.03,78.44,99.36,1.01,76.64,979.93,0.9097,2.636,3.27
BRN016,Dwarka,Delhi,North,Metro,low,2021-11,2021,11,Q4,5,1390,55,13.63,11.76,1.87,13.72,81.07,102.69,1.38,84.94,980.58,0.8628,2.726,2.65
BRN016,Dwarka,Delhi,North,Metro,low,2021-12,2021,12,Q4,5,1470,59,14.41,13.12,1.29,8.95,85.72,108.57,2.68,78.34,980.27,0.9105,2.882,3.03
BRN016,Dwarka,Delhi,North,Metro,low,2022-01,2022,1,Q1,5,1254,50,12.29,12.83,-0.54,-4.39,73.15,92.65,2.27,85.56,980.06,1.0439,2.458,2.82
BRN016,Dwarka,Delhi,North,Metro,low,2022-02,2022,2,Q1,5,1397,56,13.7,13.03,0.67,4.89,81.51,103.24,4.4,75.96,980.67,0.9511,2.74,2.92
BRN016,Dwarka,Delhi,North,Metro,low,2022-03,2022,3,Q1,5,1379,55,13.52,12.01,1.51,11.17,80.44,101.88,1.43,72.63,980.42,0.8883,2.704,3.04
BRN016,Dwarka,Delhi,North,Metro,low,2022-04,2022,4,Q2,5,1498,60,14.69,12.01,2.68,18.24,87.4,110.7,0.85,86.64,980.64,0.8176,2.938,2.67
BRN016,Dwarka,Delhi,North,Metro,low,2022-05,2022,5,Q2,5,1439,57,14.11,12.31,1.8,12.76,83.93,106.31,4.68,72.64,980.54,0.8724,2.822,3.19
BRN016,Dwarka,Delhi,North,Metro,low,2022-06,2022,6,Q2,5,1517,60,14.87,12.85,2.02,13.58,88.48,112.07,1.26,85.15,980.22,0.8642,2.974,3.08
BRN016,Dwarka,Delhi,North,Metro,low,2022-07,2022,7,Q3,5,1491,59,14.61,12.12,2.49,17.04,86.95,110.13,0.69,67.94,979.88,0.8296,2.922,2.92
BRN016,Dwarka,Delhi,North,Metro,low,2022-08,2022,8,Q3,5,1581,63,15.5,11.7,3.8,24.52,92.22,116.81,3.11,66.26,980.39,0.7548,3.1,2.92
BRN016,Dwarka,Delhi,North,Metro,low,2022-09,2022,9,Q3,5,1622,65,15.9,12.04,3.86,24.28,94.6,119.83,2.02,70.3,980.27,0.7572,3.18,2.84
BRN016,Dwarka,Delhi,North,Metro,low,2022-10,2022,10,Q4,5,1400,56,13.72,12.79,0.93,6.78,81.64,103.41,1.62,80.25,980.0,0.9322,2.744,3.3
BRN016,Dwarka,Delhi,North,Metro,low,2022-11,2022,11,Q4,5,1665,66,16.32,12.97,3.35,20.53,97.1,122.99,2.01,72.48,980.18,0.7947,3.264,2.92
BRN016,Dwarka,Delhi,North,Metro,low,2022-12,2022,12,Q4,5,1731,69,16.97,12.92,4.05,23.87,100.96,127.88,2.35,85.74,980.36,0.7613,3.394,2.75
BRN016,Dwarka,Delhi,North,Metro,low,2023-01,2023,1,Q1,5,1428,57,14.0,13.17,0.83,5.93,83.31,105.52,2.47,78.58,980.39,0.9407,2.8,3.15
BRN016,Dwarka,Delhi,North,Metro,low,2023-02,2023,2,Q1,5,1441,57,14.13,11.82,2.31,16.35,84.04,106.45,4.05,68.85,980.57,0.8365,2.826,3.0
BRN016,Dwarka,Delhi,North,Metro,low,2023-03,2023,3,Q1,5,1569,63,15.38,12.57,2.81,18.27,91.52,115.92,0.71,71.1,980.24,0.8173,3.076,3.29
BRN016,Dwarka,Delhi,North,Metro,low,2023-04,2023,4,Q2,5,1553,62,15.22,12.14,3.08,20.24,90.56,114.7,4.3,67.36,980.04,0.7976,3.044,3.12
BRN016,Dwarka,Delhi,North,Metro,low,2023-05,2023,5,Q2,5,1560,62,15.29,12.46,2.83,18.51,90.97,115.23,5.16,84.03,980.13,0.8149,3.058,2.88
BRN016,Dwarka,Delhi,North,Metro,low,2023-06,2023,6,Q2,5,1643,66,16.11,12.77,3.34,20.73,95.85,121.4,5.1,80.98,980.52,0.7927,3.222,2.95
BRN016,Dwarka,Delhi,North,Metro,low,2023-07,2023,7,Q3,5,1669,67,16.36,12.99,3.37,20.6,97.32,123.27,4.54,69.49,980.23,0.794,3.272,2.82
BRN016,Dwarka,Delhi,North,Metro,low,2023-08,2023,8,Q3,5,1588,63,15.57,12.2,3.37,21.64,92.63,117.33,4.78,81.13,980.48,0.7836,3.114,3.31
BRN016,Dwarka,Delhi,North,Metro,low,2023-09,2023,9,Q3,5,1684,67,16.51,12.54,3.97,24.05,98.23,124.43,2.98,73.75,980.4,0.7595,3.302,3.29
BRN016,Dwarka,Delhi,North,Metro,low,2023-10,2023,10,Q4,5,1564,62,15.33,12.87,2.46,16.05,91.21,115.53,2.42,65.58,980.18,0.8395,3.066,3.14
BRN016,Dwarka,Delhi,North,Metro,low,2023-11,2023,11,Q4,5,1833,73,17.96,11.72,6.24,34.74,106.87,135.37,5.35,75.07,979.81,0.6526,3.592,3.12
BRN016,Dwarka,Delhi,North,Metro,low,2023-12,2023,12,Q4,5,1719,69,16.85,12.75,4.1,24.33,100.24,126.97,3.23,87.24,980.22,0.7567,3.37,3.2
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2021-01,2021,1,Q1,22,3523,210,31.35,19.6,11.75,37.48,225.15,222.33,0.63,71.67,889.87,0.6252,1.425,4.43
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2021-02,2021,2,Q1,22,4165,248,37.05,19.17,17.88,48.26,266.12,262.8,0.53,79.37,889.56,0.5174,1.6841,4.88
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2021-03,2021,3,Q1,22,4218,251,37.53,19.53,18.0,47.96,269.51,266.14,0.12,80.5,889.76,0.5204,1.7059,4.95
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2021-04,2021,4,Q2,22,3908,233,34.77,18.89,15.88,45.67,249.71,246.59,0.62,73.12,889.71,0.5433,1.5805,4.52
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2021-05,2021,5,Q2,22,4432,264,39.43,18.41,21.02,53.31,283.21,279.67,0.79,66.57,889.67,0.4669,1.7923,4.83
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2021-06,2021,6,Q2,22,4650,277,41.37,18.3,23.07,55.77,297.15,293.43,1.27,72.65,889.68,0.4423,1.8805,4.62
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2021-07,2021,7,Q3,22,4111,245,36.58,18.5,18.08,49.43,262.69,259.41,1.19,80.44,889.81,0.5057,1.6627,4.98
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2021-08,2021,8,Q3,22,4663,278,41.49,18.1,23.39,56.38,297.95,294.23,1.38,67.33,889.77,0.4362,1.8859,4.61
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2021-09,2021,9,Q3,22,4331,258,38.53,18.28,20.25,52.56,276.72,273.26,1.77,66.55,889.63,0.4744,1.7514,4.62
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2021-10,2021,10,Q4,22,4657,278,41.43,18.06,23.37,56.41,297.56,293.84,0.29,74.28,889.63,0.4359,1.8832,5.0
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2021-11,2021,11,Q4,22,5021,299,44.67,19.24,25.43,56.93,320.82,316.81,0.69,74.15,889.66,0.4307,2.0305,4.62
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2021-12,2021,12,Q4,22,4818,287,42.87,18.12,24.75,57.73,307.87,304.02,0.56,71.61,889.79,0.4227,1.9486,4.66
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2022-01,2022,1,Q1,22,4229,252,37.63,19.84,17.79,47.28,270.25,266.87,0.23,66.74,889.81,0.5272,1.7105,4.74
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2022-02,2022,2,Q1,22,4601,274,40.93,18.32,22.61,55.24,293.99,290.32,1.12,79.34,889.59,0.4476,1.8605,4.38
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2022-03,2022,3,Q1,22,4660,278,41.46,18.26,23.2,55.96,297.78,294.05,1.74,70.77,889.7,0.4404,1.8845,4.33
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2022-04,2022,4,Q2,22,4780,285,42.53,19.25,23.28,54.74,305.45,301.63,0.63,71.24,889.75,0.4526,1.9332,4.75
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2022-05,2022,5,Q2,22,4811,287,42.8,19.6,23.2,54.21,307.42,303.58,0.28,68.56,889.63,0.4579,1.9455,4.98
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2022-06,2022,6,Q2,22,5209,311,46.34,19.31,27.03,58.33,332.82,328.66,0.44,78.51,889.61,0.4167,2.1064,4.94
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2022-07,2022,7,Q3,22,5046,301,44.9,19.19,25.71,57.26,322.44,318.41,0.13,78.41,889.81,0.4274,2.0409,4.6
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2022-08,2022,8,Q3,22,4744,283,42.21,18.67,23.54,55.77,303.11,299.33,0.78,84.32,889.76,0.4423,1.9186,4.99
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2022-09,2022,9,Q3,22,4641,277,41.3,19.17,22.13,53.58,296.58,292.87,0.27,65.19,889.89,0.4642,1.8773,5.0
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2022-10,2022,10,Q4,22,4998,298,44.47,17.86,26.61,59.84,319.39,315.4,1.65,74.98,889.76,0.4016,2.0214,4.84
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2022-11,2022,11,Q4,22,5020,299,44.66,18.63,26.03,58.28,320.77,316.77,0.12,78.56,889.64,0.4172,2.03,4.83
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2022-12,2022,12,Q4,22,5596,334,49.79,19.09,30.7,61.66,357.59,353.12,1.31,67.1,889.74,0.3834,2.2632,4.49
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2023-01,2023,1,Q1,22,4212,251,37.47,19.63,17.84,47.61,269.13,265.77,0.12,70.71,889.6,0.5239,1.7032,4.84
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2023-02,2023,2,Q1,22,4370,260,38.88,18.26,20.62,53.03,279.21,275.73,0.21,75.56,889.7,0.4697,1.7673,4.49
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2023-03,2023,3,Q1,22,5119,305,45.55,19.02,26.53,58.24,327.12,323.03,0.24,86.88,889.82,0.4176,2.0705,4.79
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2023-04,2023,4,Q2,22,5322,317,47.35,19.47,27.88,58.88,340.04,335.79,1.69,77.52,889.7,0.4112,2.1523,4.9
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2023-05,2023,5,Q2,22,4842,289,43.08,19.04,24.04,55.8,309.41,305.54,1.35,76.99,889.71,0.442,1.9582,4.84
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2023-06,2023,6,Q2,22,4815,287,42.84,18.49,24.35,56.84,307.68,303.83,1.09,77.38,889.72,0.4316,1.9473,4.96
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2023-07,2023,7,Q3,22,5053,301,44.95,18.48,26.47,58.89,322.85,318.81,1.23,83.11,889.57,0.4111,2.0432,4.95
BRN017,Lajpat Nagar,Delhi,North,Metro,high,2023-08,2023,8,Q3,22,5330,318,47.42,19.07,28.35,59.78,340.58,336.33,1.3,74.83,889.68,0.4022,2.1555,4.49
